,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.9999999999999999,0.009930032716758911,0.02984340475805215,0.0,0.0,0.0,0.025854843307256074,0.0,0.0,0.033365756866980074,0.0,0.0,0.0,0.0,0.0,0.013282227585137925,0.013682408931539665,0.018763530419029145,0.0,0.0,0.0,0.0,0.0,0.0,0.013079878578498086,0.042216965369287374,0.0,0.019233367089316424,0.0,0.02584981827725013,0.048916539978732645,0.01683663769253995,0.0,0.0,0.0,0.0326689009046986,0.0,0.04075431362159858,0.0,0.02909679717661982,0.0,0.0,0.06938540653299656,0.03779814389611059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021436161904854,0.055803267765103554,0.0,0.01584997889299553,0.0,0.03867955917133422,0.0,0.0070136548447755085,0.026497018566649138,0.014005307206719695,0.0,0.0,0.04229213221854683,0.027675480752661887,0.06951463527667093,0.0,0.009794498085526187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043484659297546024,0.0,0.08556182939142161,0.0,0.0,0.061154029645542646,0.0,0.02611640069345898,0.0,0.13459095274807636,0.0,0.0,0.02795395989170617,0.02038775801553361,0.03635128779848266,0.016500773647145504,0.0,0.0,0.0,0.0,0.02118847706564205,0.0453866235588776,0.0,0.0,0.013666742996016855,0.0,0.0,0.010208578823811524,0.0,0.0,0.0,0.0,0.024462564643640067,0.0,0.0,0.009564294891902532,0.0,0.0,0.050873976064603296,0.07269129291293452,0.0
2,0.0,0.009930032716758911,0.9999999999999998,0.015193750380067554,0.0,0.0,0.009903431023082252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04824965963644985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014318391568047296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008143044383117862,0.0,0.015704533779263907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026288966969685783,0.01117033880742224,0.015591050967250988,0.0,0.0,0.0,0.020609576396510787,0.07570435305259318,0.0253215214683727,0.0,0.009405817152501387,0.0,0.0,0.007677766715335905,0.04904441850666978,0.010220205865711344,0.03313156011065125,0.0,0.0,0.017591404540758058,0.0,0.0,0.018942708678751856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01675666304084615,0.023852603197733392,0.0,0.007783104148085626,0.01667914876114008,0.0,0.0,0.009454753809049721,0.0,0.0,0.0,0.03108176007972763,0.0,0.01487772320760564,0.0,0.0,0.017848452754011663,0.0,0.0,0.0,0.0,0.0,0.050219530135485475,0.0,0.014960825247913506,0.0,0.0,0.011175212986525547,0.0,0.007721095814771287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008324958943364814,0.0073480766966943474,0.0,0.0
3,0.0,0.02984340475805215,0.015193750380067554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020322878703032246,0.02093518841614384,0.028709713811354284,0.0,0.0,0.0,0.0,0.0,0.0,0.020013268414301615,0.0,0.0,0.0,0.0325523120189179,0.019621928971274148,0.0,0.025761412639492654,0.0,0.0,0.0,0.0,0.03382537876070917,0.021950723190673177,0.0,0.0,0.0,0.0,0.018613787326812695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02068511880293741,0.03279905538874898,0.0553241856051072,0.0,0.0,0.0,0.0,0.0,0.010731457186804932,0.025332105494145843,0.04285849760312055,0.0,0.0,0.0,0.013917298080756646,0.0,0.0,0.014986371470698095,0.0,0.0,0.0,0.0,0.0,0.028142369165100607,0.0,0.0,0.0,0.02342131751116766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03119491294066397,0.0,0.02524751358065567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02091121827217824,0.0,0.0,0.015619948373630493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014634142030939132,0.0,0.017455383854708895,0.015407102930744201,0.0,0.0
4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07257415463306081,0.0,0.0,0.03575193923068383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060047701825176915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.9999999999999997,0.0,0.0,0.01752255202898663,0.0,0.0,0.0,0.0,0.010194477115262628,0.039446679419258536,0.017628511721266518,0.0,0.05373578777923304,0.0,0.0,0.0,0.0,0.0,0.0,0.03250920240573411,0.0,0.0,0.0,0.0,0.0,0.01336387186842118,0.0,0.0,0.037741849721063106,0.0309410050240621,0.019915066189285097,0.026160678144188147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022264518034181575,0.0,0.0,0.03126709096686765,0.041090988667942835,0.0,0.0,0.0,0.0,0.0,0.0,0.018657448830534464,0.017252891521353342,0.0,0.0,0.0,0.01898438879973667,0.0,0.0,0.0,0.0,0.0,0.015377972534399613,0.05045372357927801,0.0,0.04930269668094281,0.0,0.0,0.0,0.028688807712844794,0.0,0.0,0.0,0.07433982671672448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026550920127138094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02955240004878938,0.09976247489088247,0.05270813732908118,0.036851768310145125,0.0,0.0,0.0,0.0,0.0,0.02565649820420721,0.0,0.012646687723847042,0.0,0.0,0.0,0.0,0.08343817906196455,0.0,0.0,0.0
6,0.0,0.0,0.009903431023082252,0.0,0.0,0.0,0.9999999999999999,0.02771962793789171,0.0,0.0,0.0,0.0,0.04132317640897241,0.03860833855720617,0.0,0.0,0.029088020504178604,0.0,0.0,0.0,0.06347575445321718,0.0,0.025430490724616374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024417800300202595,0.0,0.03889407445949636,0.0,0.04318700171778893,0.0,0.009675884930300903,0.01945381904097184,0.0,0.0,0.0,0.0,0.0,0.0,0.028545420603538898,0.0,0.0,0.013273034979051497,0.018525898669339676,0.0,0.0,0.0,0.006786522350084304,0.0,0.11024676296879952,0.0,0.011176361095579287,0.0,0.0,0.014197602106133593,0.0,0.012144049727350965,0.0,0.0,0.0,0.009071427272575452,0.04521064140247584,0.0,0.009768259477334286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028342599275017987,0.0,0.009248189816274777,0.019818819173176346,0.0,0.0,0.011234509551532322,0.017832541728384218,0.0,0.0,0.024238239320771404,0.0,0.017678294628985052,0.0,0.0,0.021208232069785764,0.0,0.0,0.0,0.0,0.0,0.011794363449960646,0.0,0.0,0.0,0.0,0.0,0.0,0.009174509080957509,0.04333102631552789,0.0,0.0,0.028018100141516126,0.0,0.02507710950527947,0.0,0.009892042950481291,0.00873127312478397,0.033046865303026265,0.0
7,0.0,0.025854843307256074,0.0,0.0,0.0,0.0,0.02771962793789171,0.9999999999999999,0.0,0.0,0.05284226369181753,0.04332045728082687,0.044328524043665406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02407481328572281,0.0,0.0,0.0,0.0,0.027971399021118528,0.0,0.0,0.0,0.03421641717295396,0.03062146895575452,0.0,0.0,0.04305399280912251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03470645758929231,0.0,0.0,0.0,0.0,0.0,0.0,0.02515766382341596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02091501220935067,0.08628001651786944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07027575089025714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02362848936795368,0.0,0.0,0.0,0.0,0.0,0.02135880631439954,0.0,0.0,0.0,0.038759230278060185,0.0
8,0.0,0.0,0.0,0.0,0.0,0.01752255202898663,0.0,0.0,0.9999999999999996,0.0,0.0,0.04230086903876587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05121379026733176,0.0,0.04023133037806533,0.0305646326310365,0.0,0.0,0.0,0.0,0.016538281608956158,0.0,0.0,0.046706923358401445,0.0,0.024645624871462445,0.037061754061784,0.02851061466378838,0.0,0.0,0.0,0.0,0.0,0.0,0.0713609347234877,0.10728859853669545,0.06482992581823716,0.0,0.02755315770477223,0.0,0.0,0.07339770703888485,0.0,0.0,0.0,0.0,0.0,0.062337545966922515,0.0,0.0,0.02135108607432519,0.03612441767099519,0.0,0.07479554811686624,0.0,0.0,0.0,0.0,0.09340642002446983,0.0,0.019030805058050913,0.027754091414643755,0.04530569472756764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013754627348427029,0.0,0.0,0.0,0.037083871316865594,0.0,0.0,0.0,0.0,0.0193990282343719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03657217900916236,0.04418775096327028,0.0,0.020271791136761835,0.0,0.0,0.0,0.0,0.023072370355149734,0.0317508575791954,0.0,0.015650739924538117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.023089339679872686,0.0,0.0,0.04506005166609292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05382053660168299,0.05510685923857475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026403335066207956,0.0,0.0,0.0,0.0,0.030492960484889326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06977136220275307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07167066259223409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03295770555598981,0.0,0.0
